"Timestamp","ProcessName","Pid","WorkingSetMiB","PrivateMemoryMiB","MainWindowTitle"
"2026-06-02T14:25:24","msedgewebview2","31220","118.73","70.34",""
"2026-06-02T14:25:32","POWERPNT","22240","316.52","566.93","Tessellum_TFG_Defense_v2 - PowerPoint"
"2026-06-02T14:25:32","rustrover64","39232","3070.7","3497.57","Tessellum ? performance.rs"
"2026-06-02T14:25:32","tessellum","16152","38.55","7.88","tessellum"
"2026-06-02T14:25:32","Ines.UserService","34520","7.48","73.93",""
"2026-06-02T14:25:32","ai","9996","3.83","34.63",""
"2026-06-02T14:25:32","fsnotifier","36868","1.11","0.58",""
"2026-06-02T14:25:32","cef_server","36820","34.41","33.61",""
"2026-06-02T14:25:32","OpenConsole","35424","2.79","2.36",""
"2026-06-02T14:25:32","powershell","19624","10.8","67.38",""
"2026-06-02T14:25:32","copilot-language-server","38036","80.83","984.99",""
"2026-06-02T14:25:32","node","39016","20.1","117.35",""
"2026-06-02T14:25:32","embeddings-server","6740","6.03","23.82",""
"2026-06-02T14:25:32","msedgewebview2","24488","138.66","44.38",""
"2026-06-02T14:25:32","conhost","36560","1.84","1.16",""
"2026-06-02T14:25:32","conhost","38892","2.18","1.25",""
"2026-06-02T14:25:32","cef_server","36556","24.82","144.46",""
"2026-06-02T14:25:32","cef_server","31876","19.18","10.04",""
"2026-06-02T14:25:32","cef_server","39696","6.46","7.78",""
"2026-06-02T14:25:32","cef_server","28628","28.48","28.96",""
"2026-06-02T14:25:32","conhost","17552","1.79","1.18",""
"2026-06-02T14:25:32","conhost","7732","1.81","1.19",""
"2026-06-02T14:25:32","node","6444","3.21","26.17",""
"2026-06-02T14:25:32","conhost","3640","1.91","1.17",""
"2026-06-02T14:25:32","msedgewebview2","34012","13.32","2.84",""
"2026-06-02T14:25:32","msedgewebview2","42028","89.27","187.35",""
"2026-06-02T14:25:32","msedgewebview2","42084","42.06","13.55",""
"2026-06-02T14:25:32","msedgewebview2","23724","22.41","9.57",""
"2026-06-02T14:25:32","msedgewebview2","31220","118.73","70.34",""
"2026-06-02T14:25:40","POWERPNT","22240","316.54","566.96","Tessellum_TFG_Defense_v2 - PowerPoint"
"2026-06-02T14:25:40","rustrover64","39232","3070.71","3497.57","Tessellum ? performance.rs"
"2026-06-02T14:25:40","tessellum","16152","38.55","7.88","tessellum"
"2026-06-02T14:25:40","Ines.UserService","34520","7.48","73.93",""
"2026-06-02T14:25:40","ai","9996","3.83","34.63",""
"2026-06-02T14:25:40","fsnotifier","36868","1.11","0.58",""
"2026-06-02T14:25:40","cef_server","36820","34.41","33.61",""
"2026-06-02T14:25:40","OpenConsole","35424","2.79","2.36",""
"2026-06-02T14:25:40","powershell","19624","10.81","67.38",""
"2026-06-02T14:25:40","copilot-language-server","38036","80.83","984.99",""
"2026-06-02T14:25:40","node","39016","20.1","117.35",""
"2026-06-02T14:25:40","embeddings-server","6740","6.03","23.82",""
"2026-06-02T14:25:40","msedgewebview2","24488","138.66","44.38",""
"2026-06-02T14:25:41","conhost","36560","1.84","1.16",""
"2026-06-02T14:25:41","conhost","38892","2.18","1.25",""
"2026-06-02T14:25:41","cef_server","36556","24.82","144.46",""
"2026-06-02T14:25:41","cef_server","31876","19.18","10.04",""
"2026-06-02T14:25:41","cef_server","39696","6.46","7.78",""
"2026-06-02T14:25:41","cef_server","28628","28.48","28.96",""
"2026-06-02T14:25:41","conhost","17552","1.79","1.18",""
"2026-06-02T14:25:41","conhost","7732","1.81","1.19",""
"2026-06-02T14:25:41","node","6444","3.21","26.17",""
"2026-06-02T14:25:41","conhost","3640","1.91","1.17",""
"2026-06-02T14:25:41","msedgewebview2","34012","13.32","2.84",""
"2026-06-02T14:25:41","msedgewebview2","42028","89.27","187.35",""
"2026-06-02T14:25:41","msedgewebview2","42084","42.06","13.55",""
"2026-06-02T14:25:41","msedgewebview2","23724","22.41","9.57",""
"2026-06-02T14:25:41","msedgewebview2","31220","118.79","70.34",""
"2026-06-02T14:25:49","POWERPNT","22240","316.51","564.92","Tessellum_TFG_Defense_v2 - PowerPoint"
"2026-06-02T14:25:49","rustrover64","39232","3070.72","3497.59","Tessellum ? performance.rs"
"2026-06-02T14:25:49","tessellum","16152","38.55","7.88","tessellum"
"2026-06-02T14:25:49","Ines.UserService","34520","7.48","73.93",""
"2026-06-02T14:25:49","ai","9996","3.83","34.63",""
"2026-06-02T14:25:49","fsnotifier","36868","1.11","0.58",""
"2026-06-02T14:25:49","cef_server","36820","34.41","33.61",""
"2026-06-02T14:25:49","OpenConsole","35424","2.79","2.36",""
"2026-06-02T14:25:49","powershell","19624","10.81","67.38",""
"2026-06-02T14:25:49","copilot-language-server","38036","80.83","984.99",""
"2026-06-02T14:25:49","node","39016","20.1","117.35",""
"2026-06-02T14:25:49","embeddings-server","6740","6.03","23.82",""
"2026-06-02T14:25:49","msedgewebview2","24488","138.66","44.38",""
"2026-06-02T14:25:49","conhost","36560","1.84","1.16",""
"2026-06-02T14:25:49","conhost","38892","2.18","1.25",""
"2026-06-02T14:25:49","cef_server","36556","24.82","144.46",""
"2026-06-02T14:25:49","cef_server","31876","19.18","10.04",""
"2026-06-02T14:25:49","cef_server","39696","6.46","7.78",""
"2026-06-02T14:25:49","cef_server","28628","28.48","28.96",""
"2026-06-02T14:25:49","conhost","17552","1.79","1.18",""
"2026-06-02T14:25:49","conhost","7732","1.81","1.19",""
"2026-06-02T14:25:49","node","6444","3.21","26.17",""
"2026-06-02T14:25:49","conhost","3640","1.91","1.17",""
"2026-06-02T14:25:49","msedgewebview2","34012","13.32","2.84",""
"2026-06-02T14:25:49","msedgewebview2","42028","89.27","187.35",""
"2026-06-02T14:25:49","msedgewebview2","42084","42.06","13.55",""
"2026-06-02T14:25:49","msedgewebview2","23724","22.41","9.57",""
"2026-06-02T14:25:49","msedgewebview2","31220","118.79","70.34",""
"2026-06-02T14:25:57","POWERPNT","22240","316.51","564.92","Tessellum_TFG_Defense_v2 - PowerPoint"
"2026-06-02T14:25:57","rustrover64","39232","3070.77","3497.59","Tessellum ? performance.rs"
"2026-06-02T14:25:57","tessellum","16152","38.55","7.88","tessellum"
"2026-06-02T14:25:57","Ines.UserService","34520","7.48","73.93",""
"2026-06-02T14:25:57","ai","9996","3.83","34.63",""
"2026-06-02T14:25:57","fsnotifier","36868","1.11","0.58",""
"2026-06-02T14:25:57","cef_server","36820","34.41","33.61",""
"2026-06-02T14:25:57","OpenConsole","35424","2.79","2.36",""
"2026-06-02T14:25:57","powershell","19624","10.82","67.38",""
"2026-06-02T14:25:57","copilot-language-server","38036","80.83","984.99",""
"2026-06-02T14:25:57","node","39016","20.1","117.35",""
"2026-06-02T14:25:57","embeddings-server","6740","6.03","23.82",""
"2026-06-02T14:25:58","msedgewebview2","24488","138.66","44.38",""
"2026-06-02T14:25:58","conhost","36560","1.84","1.16",""
"2026-06-02T14:25:58","conhost","38892","2.18","1.25",""
"2026-06-02T14:25:58","cef_server","36556","24.82","144.46",""
"2026-06-02T14:25:58","cef_server","31876","19.18","10.04",""
"2026-06-02T14:25:58","cef_server","39696","6.46","7.78",""
"2026-06-02T14:25:58","cef_server","28628","28.48","28.96",""
"2026-06-02T14:25:58","conhost","17552","1.79","1.18",""
"2026-06-02T14:25:58","conhost","7732","1.81","1.19",""
"2026-06-02T14:25:58","node","6444","3.21","26.17",""
"2026-06-02T14:25:58","conhost","3640","1.91","1.17",""
"2026-06-02T14:25:58","msedgewebview2","34012","13.32","2.84",""
"2026-06-02T14:25:58","msedgewebview2","42028","89.27","187.35",""
"2026-06-02T14:25:58","msedgewebview2","42084","42.06","13.55",""
"2026-06-02T14:25:58","msedgewebview2","23724","22.41","9.57",""
"2026-06-02T14:25:58","msedgewebview2","31220","118.79","70.34",""
"2026-06-02T14:26:06","POWERPNT","22240","316.57","566.96","Tessellum_TFG_Defense_v2 - PowerPoint"
"2026-06-02T14:26:06","rustrover64","39232","3070.8","3497.66","Tessellum ? performance.rs"
"2026-06-02T14:26:06","tessellum","16152","38.55","7.88","tessellum"
"2026-06-02T14:26:06","Ines.UserService","34520","7.48","73.93",""
"2026-06-02T14:26:06","ai","9996","3.83","34.63",""
"2026-06-02T14:26:06","fsnotifier","36868","1.11","0.58",""
"2026-06-02T14:26:06","cef_server","36820","34.39","33.55",""
"2026-06-02T14:26:06","OpenConsole","35424","2.79","2.36",""
"2026-06-02T14:26:06","powershell","19624","10.82","67.38",""
"2026-06-02T14:26:06","copilot-language-server","38036","80.83","984.99",""
"2026-06-02T14:26:06","node","39016","20.1","117.35",""
"2026-06-02T14:26:06","embeddings-server","6740","6.03","23.82",""
"2026-06-02T14:26:06","msedgewebview2","24488","138.66","44.38",""
"2026-06-02T14:26:06","conhost","36560","1.84","1.16",""
"2026-06-02T14:26:06","conhost","38892","2.18","1.25",""
"2026-06-02T14:26:06","cef_server","36556","24.82","144.46",""
"2026-06-02T14:26:06","cef_server","31876","19.15","9.98",""
"2026-06-02T14:26:06","cef_server","39696","6.46","7.78",""
"2026-06-02T14:26:06","cef_server","28628","28.48","28.96",""
"2026-06-02T14:26:06","conhost","17552","1.79","1.18",""
"2026-06-02T14:26:06","conhost","7732","1.81","1.19",""
"2026-06-02T14:26:06","node","6444","3.21","26.17",""
"2026-06-02T14:26:06","conhost","3640","1.91","1.17",""
"2026-06-02T14:26:06","msedgewebview2","34012","13.32","2.85",""
"2026-06-02T14:26:06","msedgewebview2","42028","89.27","187.35",""
"2026-06-02T14:26:06","msedgewebview2","42084","42.06","13.55",""
"2026-06-02T14:26:06","msedgewebview2","23724","22.41","9.57",""
"2026-06-02T14:26:06","msedgewebview2","31220","118.78","70.34",""
"2026-06-02T14:26:14","POWERPNT","22240","316.56","566.93","Tessellum_TFG_Defense_v2 - PowerPoint"
"2026-06-02T14:26:14","rustrover64","39232","3070.8","3497.66","Tessellum ? performance.rs"
"2026-06-02T14:26:14","tessellum","16152","38.55","7.88","tessellum"
"2026-06-02T14:26:14","Ines.UserService","34520","7.48","73.93",""
"2026-06-02T14:26:14","ai","9996","3.83","34.63",""
"2026-06-02T14:26:14","fsnotifier","36868","1.11","0.58",""
"2026-06-02T14:26:14","cef_server","36820","34.39","33.55",""
"2026-06-02T14:26:14","OpenConsole","35424","2.79","2.36",""
"2026-06-02T14:26:14","powershell","19624","10.84","67.38",""
"2026-06-02T14:26:14","copilot-language-server","38036","80.83","984.99",""
"2026-06-02T14:26:14","node","39016","20.1","117.35",""
"2026-06-02T14:26:14","embeddings-server","6740","6.03","23.82",""
"2026-06-02T14:26:14","msedgewebview2","24488","138.7","44.44",""
"2026-06-02T14:26:14","conhost","36560","1.84","1.16",""
"2026-06-02T14:26:14","conhost","38892","2.18","1.25",""
"2026-06-02T14:26:14","cef_server","36556","24.82","144.46",""
"2026-06-02T14:26:14","cef_server","31876","19.15","9.98",""
"2026-06-02T14:26:14","cef_server","39696","6.46","7.78",""
"2026-06-02T14:26:14","cef_server","28628","28.48","28.96",""
"2026-06-02T14:26:14","conhost","17552","1.79","1.18",""
"2026-06-02T14:26:14","conhost","7732","1.81","1.19",""
"2026-06-02T14:26:14","node","6444","3.21","26.17",""
"2026-06-02T14:26:14","conhost","3640","1.91","1.17",""
"2026-06-02T14:26:14","msedgewebview2","34012","13.32","2.85",""
"2026-06-02T14:26:14","msedgewebview2","42028","89.27","187.35",""
"2026-06-02T14:26:14","msedgewebview2","42084","42.06","13.55",""
"2026-06-02T14:26:14","msedgewebview2","23724","22.41","9.57",""
"2026-06-02T14:26:14","msedgewebview2","31220","118.85","70.34",""
"2026-06-02T14:26:23","POWERPNT","22240","316.52","564.92","Tessellum_TFG_Defense_v2 - PowerPoint"
"2026-06-02T14:26:23","rustrover64","39232","3070.81","3497.66","Tessellum ? performance.rs"
"2026-06-02T14:26:23","tessellum","16152","38.55","7.88","tessellum"
"2026-06-02T14:26:23","Ines.UserService","34520","7.48","73.93",""
"2026-06-02T14:26:23","ai","9996","3.83","34.63",""
"2026-06-02T14:26:23","fsnotifier","36868","1.11","0.58",""
"2026-06-02T14:26:23","cef_server","36820","34.34","31.48",""
"2026-06-02T14:26:23","OpenConsole","35424","2.79","2.36",""
"2026-06-02T14:26:23","powershell","19624","10.84","67.38",""
"2026-06-02T14:26:23","copilot-language-server","38036","80.83","984.99",""
"2026-06-02T14:26:23","node","39016","20.1","117.35",""
"2026-06-02T14:26:23","embeddings-server","6740","6.03","23.82",""
"2026-06-02T14:26:23","msedgewebview2","24488","138.7","44.44",""
"2026-06-02T14:26:23","conhost","36560","1.84","1.16",""
"2026-06-02T14:26:23","conhost","38892","2.18","1.25",""
"2026-06-02T14:26:23","cef_server","36556","24.82","144.46",""
"2026-06-02T14:26:23","cef_server","31876","19.15","9.98",""
"2026-06-02T14:26:23","cef_server","39696","6.46","7.78",""
"2026-06-02T14:26:23","cef_server","28628","28.48","28.96",""
"2026-06-02T14:26:23","conhost","17552","1.79","1.18",""
"2026-06-02T14:26:23","conhost","7732","1.81","1.19",""
"2026-06-02T14:26:23","node","6444","3.21","26.17",""
"2026-06-02T14:26:23","conhost","3640","1.91","1.17",""
"2026-06-02T14:26:23","msedgewebview2","34012","13.32","2.85",""
"2026-06-02T14:26:23","msedgewebview2","42028","89.27","187.35",""
"2026-06-02T14:26:23","msedgewebview2","42084","42.06","13.55",""
"2026-06-02T14:26:23","msedgewebview2","23724","22.41","9.57",""
"2026-06-02T14:26:23","msedgewebview2","31220","118.85","70.34",""
"2026-06-02T14:26:31","POWERPNT","22240","316.56","566.93","Tessellum_TFG_Defense_v2 - PowerPoint"
"2026-06-02T14:26:31","rustrover64","39232","3070.81","3497.66","Tessellum ? performance.rs"
"2026-06-02T14:26:31","tessellum","16152","38.59","7.94","tessellum"
"2026-06-02T14:26:31","Ines.UserService","34520","7.48","73.93",""
"2026-06-02T14:26:31","ai","9996","3.83","34.63",""
"2026-06-02T14:26:31","fsnotifier","36868","1.11","0.58",""
"2026-06-02T14:26:31","cef_server","36820","34.34","31.48",""
"2026-06-02T14:26:31","OpenConsole","35424","2.79","2.36",""
"2026-06-02T14:26:31","powershell","19624","10.84","67.38",""
"2026-06-02T14:26:31","copilot-language-server","38036","80.83","984.99",""
"2026-06-02T14:26:31","node","39016","20.1","117.35",""
"2026-06-02T14:26:31","embeddings-server","6740","6.03","23.82",""
"2026-06-02T14:26:32","msedgewebview2","24488","138.6","44.56",""
"2026-06-02T14:26:32","conhost","36560","1.84","1.16",""
"2026-06-02T14:26:32","conhost","38892","2.18","1.25",""
"2026-06-02T14:26:32","cef_server","36556","24.82","144.46",""
"2026-06-02T14:26:32","cef_server","31876","19.15","9.98",""
"2026-06-02T14:26:32","cef_server","39696","6.46","7.78",""
"2026-06-02T14:26:32","cef_server","28628","28.48","28.96",""
"2026-06-02T14:26:32","conhost","17552","1.79","1.18",""
"2026-06-02T14:26:32","conhost","7732","1.81","1.19",""
"2026-06-02T14:26:32","node","6444","3.21","26.17",""
"2026-06-02T14:26:32","conhost","3640","1.91","1.17",""
"2026-06-02T14:26:32","msedgewebview2","34012","13.43","2.94",""
"2026-06-02T14:26:32","msedgewebview2","42028","89.32","187.42",""
"2026-06-02T14:26:32","msedgewebview2","42084","42.1","13.64",""
"2026-06-02T14:26:32","msedgewebview2","23724","22.47","9.67",""
"2026-06-02T14:26:32","msedgewebview2","31220","118.8","70.43",""
